Tiempo;Desplazamiento;Fuerza;Galga Longitudinal (5);Galga Transversal (6)
(s);(mm);(kN);(V);(V)
"117,8290";"9,7798";"-0,0808";"1,4248";"1,2123"
"118,0290";"9,7965";"-0,0807";"1,4248";"1,2123"
"118,2290";"9,8133";"-0,0807";"1,4248";"1,2122"
"118,4290";"9,8298";"-0,0808";"1,4248";"1,2123"
"118,6290";"9,8466";"-0,0807";"1,4248";"1,2123"
"118,8290";"9,8635";"-0,0807";"1,4247";"1,2123"
"119,0290";"9,8799";"-0,0807";"1,4248";"1,2122"
"119,2290";"9,8962";"-0,0807";"1,4247";"1,2122"
"119,4290";"9,9131";"-0,0808";"1,4247";"1,2122"
"119,6290";"9,9299";"-0,0807";"1,4247";"1,2122"
"119,8290";"9,9466";"-0,0807";"1,4247";"1,2122"
"120,0290";"9,9632";"-0,0807";"1,4248";"1,2122"
"120,2290";"9,9801";"-0,0807";"1,4247";"1,2122"
"120,4290";"9,9967";"-0,0808";"1,4247";"1,2122"
"120,6290";"10,0131";"-0,0807";"1,4247";"1,2122"
"120,8290";"10,0295";"-0,0807";"1,4246";"1,2122"
"121,0290";"10,0465";"-0,0807";"1,4247";"1,2122"
"121,2290";"10,0633";"-0,0807";"1,4246";"1,2121"
"121,4290";"10,0799";"-0,0807";"1,4246";"1,2122"
"121,6290";"10,0965";"-0,0807";"1,4246";"1,2121"
"121,8290";"10,1133";"-0,0807";"1,4246";"1,2122"
"122,0290";"10,1300";"-0,0807";"1,4246";"1,2121"
"122,2290";"10,1464";"-0,0806";"1,4248";"1,2121"
"122,4290";"10,1630";"-0,0806";"1,4246";"1,2121"
"122,6290";"10,1799";"-0,0806";"1,4246";"1,2121"
"122,8290";"10,1966";"-0,0807";"1,4246";"1,2121"
"123,0290";"10,2132";"-0,0806";"1,4246";"1,2121"
"123,2290";"10,2299";"-0,0807";"1,4246";"1,2121"
"123,4290";"10,2468";"-0,0807";"1,4246";"1,2121"
"123,6290";"10,2633";"-0,0806";"1,4245";"1,2121"
"123,8290";"10,2797";"-0,0806";"1,4246";"1,2121"
"124,0290";"10,2963";"-0,0807";"1,4245";"1,2121"
"124,2290";"10,3132";"-0,0807";"1,4246";"1,2121"
"124,4290";"10,3299";"-0,0806";"1,4247";"1,2121"
"124,6290";"10,3465";"-0,0806";"1,4245";"1,2121"
"124,8290";"10,3633";"-0,0807";"1,4246";"1,2121"
"125,0290";"10,3801";"-0,0807";"1,4245";"1,2121"
"125,2290";"10,3965";"-0,0806";"1,4246";"1,2121"
"125,2790";"10,4008";"-0,0807";"1,4245";"1,2121"

